World,Location,Action,Item,Number,File,Use Corrected File?,Index,Offset
Atlantica,Below Deck,Clam,Mythril,1,/remastered/lm08.ard/UK_lm08_ardc.evdl,N,2,5111
Atlantica,Below Deck,Clam,Mythril,1,/remastered/lm08.ard/UK_lm08_arde.evdl,N,1,5081
Atlantica,Below Deck,Clam,Mythril,1,/remastered/lm08.ard/UK_lm08_arde.evdl,N,2,5089
Atlantica,Below Deck,Clam,Mythril,1,/remastered/lm08.ard/UK_lm08_ardf.evdl,N,1,5081
Atlantica,Below Deck,Clam,Mythril,1,/remastered/lm08.ard/UK_lm08_ardf.evdl,N,2,5089
Atlantica,Cavern Nook,Clam,Mega-Ether,1,/remastered/lm11.ard/UK_lm11_ard19.evdl,N,1,569D
Atlantica,Cavern Nook,Clam,Mega-Ether,1,/remastered/lm11.ard/UK_lm11_ard19.evdl,N,2,56A5
Atlantica,Cavern Nook,Clam,Mega-Ether,1,/remastered/lm11.ard/UK_lm11_ardc.evdl,N,1,5669
Atlantica,Cavern Nook,Clam,Mega-Ether,1,/remastered/lm11.ard/UK_lm11_ardc.evdl,N,2,5671
Atlantica,Cavern Nook,Clam,Mega-Ether,1,/remastered/lm11.ard/UK_lm11_ardf.evdl,N,1,55D1
Atlantica,Cavern Nook,Clam,Mega-Ether,1,/remastered/lm11.ard/UK_lm11_ardf.evdl,N,2,55D9
Atlantica,Ursula's Lair,Urchin Chest,Mythril,1,/remastered/lm13.ard/UK_lm13_ard0.evdl,N,1,6331
Atlantica,Ursula's Lair,Urchin Chest,Mythril,1,/remastered/lm13.ard/UK_lm13_ard0.evdl,N,2,6375
Atlantica,Ursula's Lair,Urchin Chest,Mythril,1,/remastered/lm13.ard/UK_lm13_ard0.evdl,N,3,6389
Atlantica,Ursula's Lair,Urchin Chest,Mythril,1,/remastered/lm13.ard/UK_lm13_ard2.evdl,N,1,8F85
Atlantica,Ursula's Lair,Urchin Chest,Mythril,1,/remastered/lm13.ard/UK_lm13_ard2.evdl,N,2,8FC9
Atlantica,Ursula's Lair,Urchin Chest,Mythril,1,/remastered/lm13.ard/UK_lm13_ard2.evdl,N,3,8FDD
Atlantica,Ursula's Lair,Urchin Chest,Mythril,1,/remastered/lm13.ard/UK_lm13_ard3.evdl,N,1,5291
Atlantica,Ursula's Lair,Urchin Chest,Mythril,1,/remastered/lm13.ard/UK_lm13_ard3.evdl,N,2,52D5
Atlantica,Ursula's Lair,Urchin Chest,Mythril,1,/remastered/lm13.ard/UK_lm13_ard3.evdl,N,3,52E9
Atlantica,Ursula's Lair,Urchin Chest,Mythril,1,/remastered/lm13.ard/UK_lm13_ard17.evdl,N,1,514D
Atlantica,Ursula's Lair,Urchin Chest,Mythril,1,/remastered/lm13.ard/UK_lm13_ard17.evdl,N,2,5191
Atlantica,Ursula's Lair,Urchin Chest,Mythril,1,/remastered/lm13.ard/UK_lm13_ard17.evdl,N,3,51A5
Atlantica,Ursula's Lair,Urchin Chest,Mythril,1,/remastered/lm13.ard/UK_lm13_ard19.evdl,N,1,51C1
Atlantica,Ursula's Lair,Urchin Chest,Mythril,1,/remastered/lm13.ard/UK_lm13_ard19.evdl,N,2,5205
Atlantica,Ursula's Lair,Urchin Chest,Mythril,1,/remastered/lm13.ard/UK_lm13_ard19.evdl,N,3,5219
Atlantica,Ursula's Lair,Urchin Chest,Mythril,1,/remastered/lm13.ard/UK_lm13_ardc.evdl,N,1,5195
Atlantica,Ursula's Lair,Urchin Chest,Mythril,1,/remastered/lm13.ard/UK_lm13_ardc.evdl,N,2,51D9
Atlantica,Ursula's Lair,Urchin Chest,Mythril,1,/remastered/lm13.ard/UK_lm13_ardc.evdl,N,3,51ED
Atlantica,Triton's Throne,Defeat Ursula 2,Thunder,1,/remastered/lm16.ard/UK_lm16e.ev,Y,1,5BE5
Atlantica,Triton's Throne,Defeat Ursula 2,Thunder,1,/remastered/lm16.ard/UK_lm16e.ev,Y,2,5BF1
Atlantica,Triton's Throne,Defeat Ursula 2,Thunder,1,/remastered/lm16.ard/UK_lm16e.ev,Y,3,5BFD
Atlantica,Triton's Throne,Defeat Ursula 2,Ansem's Report 3,1,/remastered/lm16.ard/UK_lm16e.ev,Y,1,5E39
Atlantica,Triton's Throne,Defeat Ursula 2,Ansem's Report 3,1,/remastered/lm16.ard/UK_lm16e.ev,Y,2,5E45
Atlantica,Triton's Throne,Defeat Ursula 2,Ansem's Report 3,1,/remastered/lm16.ard/UK_lm16e.ev,Y,3,5E51
Hollow Bastion,Entrance Hall,Defeat Riku 1,White Trinity,1,/remastered/pc05.ard/UK_pc05_ard0.evdl,Y,1,B19D
Hollow Bastion,Entrance Hall,Defeat Riku 1,White Trinity,1,/remastered/pc05.ard/UK_pc05_ard0.evdl,Y,2,B1A9
Hollow Bastion,Entrance Hall,Defeat Riku 1,White Trinity,1,/remastered/pc05.ard/UK_pc05_ard0.evdl,Y,3,B1B5
Hollow Bastion,Library,Carousel Chest,Elixir,1,/remastered/pc06.ard/UK_pc06_ard0.evdl,N,1,12211
Hollow Bastion,Library,Carousel Chest,Elixir,1,/remastered/pc06.ard/UK_pc06_ard0.evdl,N,2,12255
Hollow Bastion,Library,Carousel Chest,Elixir,1,/remastered/pc06.ard/UK_pc06_ard0.evdl,N,3,12269
Hollow Bastion,Library,Carousel Chest,Elixir,1,/remastered/pc06.ard/UK_pc06_ard2.evdl,N,1,EC5D
Hollow Bastion,Library,Carousel Chest,Elixir,1,/remastered/pc06.ard/UK_pc06_ard2.evdl,N,2,ECA1
Hollow Bastion,Library,Carousel Chest,Elixir,1,/remastered/pc06.ard/UK_pc06_ard2.evdl,N,3,ECB5
Hollow Bastion,Library,Carousel Chest,Elixir,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,1,14CE5
Hollow Bastion,Library,Carousel Chest,Elixir,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,2,14D29
Hollow Bastion,Library,Carousel Chest,Elixir,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,3,14D3D
Hollow Bastion,Library,Carousel Chest,Elixir,1,/remastered/pc06.ard/UK_pc06_ard19.evdl,N,1,A905
Hollow Bastion,Library,Carousel Chest,Elixir,1,/remastered/pc06.ard/UK_pc06_ard19.evdl,N,2,A949
Hollow Bastion,Library,Carousel Chest,Elixir,1,/remastered/pc06.ard/UK_pc06_ard19.evdl,N,3,A95D
Hollow Bastion,Library,Carousel Chest,Elixir,1,/remastered/pc06.ard/UK_pc06_arda.evdl,N,1,EC89
Hollow Bastion,Library,Carousel Chest,Elixir,1,/remastered/pc06.ard/UK_pc06_arda.evdl,N,2,ECCD
Hollow Bastion,Library,Carousel Chest,Elixir,1,/remastered/pc06.ard/UK_pc06_arda.evdl,N,3,ECE1
Hollow Bastion,Library,Carousel Chest,Elixir,1,/remastered/pc06.ard/UK_pc06_ardc.evdl,N,1,AA29
Hollow Bastion,Library,Carousel Chest,Elixir,1,/remastered/pc06.ard/UK_pc06_ardc.evdl,N,2,AA6D
Hollow Bastion,Library,Carousel Chest,Elixir,1,/remastered/pc06.ard/UK_pc06_ardc.evdl,N,3,AA81
Hollow Bastion,Library,Carousel Chest,AP Up,1,/remastered/pc06.ard/UK_pc06_ard0.evdl,N,1,1291D
Hollow Bastion,Library,Carousel Chest,AP Up,1,/remastered/pc06.ard/UK_pc06_ard0.evdl,N,2,12961
Hollow Bastion,Library,Carousel Chest,AP Up,1,/remastered/pc06.ard/UK_pc06_ard0.evdl,N,3,12975
Hollow Bastion,Library,Carousel Chest,AP Up,1,/remastered/pc06.ard/UK_pc06_ard2.evdl,N,1,F369
Hollow Bastion,Library,Carousel Chest,AP Up,1,/remastered/pc06.ard/UK_pc06_ard2.evdl,N,2,F3AD
Hollow Bastion,Library,Carousel Chest,AP Up,1,/remastered/pc06.ard/UK_pc06_ard2.evdl,N,3,F3C1
Hollow Bastion,Library,Carousel Chest,AP Up,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,1,153F1
Hollow Bastion,Library,Carousel Chest,AP Up,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,2,15435
Hollow Bastion,Library,Carousel Chest,AP Up,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,3,15449
Hollow Bastion,Library,Carousel Chest,AP Up,1,/remastered/pc06.ard/UK_pc06_ard19.evdl,N,1,B011
Hollow Bastion,Library,Carousel Chest,AP Up,1,/remastered/pc06.ard/UK_pc06_ard19.evdl,N,2,B055
Hollow Bastion,Library,Carousel Chest,AP Up,1,/remastered/pc06.ard/UK_pc06_ard19.evdl,N,3,B069
Hollow Bastion,Library,Carousel Chest,AP Up,1,/remastered/pc06.ard/UK_pc06_arda.evdl,N,1,F395
Hollow Bastion,Library,Carousel Chest,AP Up,1,/remastered/pc06.ard/UK_pc06_arda.evdl,N,2,F3D9
Hollow Bastion,Library,Carousel Chest,AP Up,1,/remastered/pc06.ard/UK_pc06_arda.evdl,N,3,F3ED
Hollow Bastion,Library,Carousel Chest,AP Up,1,/remastered/pc06.ard/UK_pc06_ardc.evdl,N,1,B135
Hollow Bastion,Library,Carousel Chest,AP Up,1,/remastered/pc06.ard/UK_pc06_ardc.evdl,N,2,B179
Hollow Bastion,Library,Carousel Chest,AP Up,1,/remastered/pc06.ard/UK_pc06_ardc.evdl,N,3,B18D
Hollow Bastion,Library,Carousel Chest,Mega-Potion,1,/remastered/pc06.ard/UK_pc06_ard0.evdl,N,1,13735
Hollow Bastion,Library,Carousel Chest,Mega-Potion,1,/remastered/pc06.ard/UK_pc06_ard0.evdl,N,2,13779
Hollow Bastion,Library,Carousel Chest,Mega-Potion,1,/remastered/pc06.ard/UK_pc06_ard0.evdl,N,3,1378D
Hollow Bastion,Library,Carousel Chest,Mega-Potion,1,/remastered/pc06.ard/UK_pc06_ard2.evdl,N,1,10181
Hollow Bastion,Library,Carousel Chest,Mega-Potion,1,/remastered/pc06.ard/UK_pc06_ard2.evdl,N,2,101C5
Hollow Bastion,Library,Carousel Chest,Mega-Potion,1,/remastered/pc06.ard/UK_pc06_ard2.evdl,N,3,101D9
Hollow Bastion,Library,Carousel Chest,Mega-Potion,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,1,16209
Hollow Bastion,Library,Carousel Chest,Mega-Potion,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,2,1624D
Hollow Bastion,Library,Carousel Chest,Mega-Potion,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,3,16261
Hollow Bastion,Library,Carousel Chest,Mega-Potion,1,/remastered/pc06.ard/UK_pc06_ard19.evdl,N,1,BE29
Hollow Bastion,Library,Carousel Chest,Mega-Potion,1,/remastered/pc06.ard/UK_pc06_ard19.evdl,N,2,BE6D
Hollow Bastion,Library,Carousel Chest,Mega-Potion,1,/remastered/pc06.ard/UK_pc06_ard19.evdl,N,3,BE81
Hollow Bastion,Library,Carousel Chest,Mega-Potion,1,/remastered/pc06.ard/UK_pc06_arda.evdl,N,1,101AD
Hollow Bastion,Library,Carousel Chest,Mega-Potion,1,/remastered/pc06.ard/UK_pc06_arda.evdl,N,2,101F1
Hollow Bastion,Library,Carousel Chest,Mega-Potion,1,/remastered/pc06.ard/UK_pc06_arda.evdl,N,3,10205
Hollow Bastion,Library,Carousel Chest,Mega-Potion,1,/remastered/pc06.ard/UK_pc06_ardc.evdl,N,1,BF4D
Hollow Bastion,Library,Carousel Chest,Mega-Potion,1,/remastered/pc06.ard/UK_pc06_ardc.evdl,N,2,BF91
Hollow Bastion,Library,Carousel Chest,Mega-Potion,1,/remastered/pc06.ard/UK_pc06_ardc.evdl,N,3,BFA5
Hollow Bastion,Library,Carousel Chest,Mythril,1,/remastered/pc06.ard/UK_pc06_ard0.evdl,N,1,13029
Hollow Bastion,Library,Carousel Chest,Mythril,1,/remastered/pc06.ard/UK_pc06_ard0.evdl,N,2,1306D
Hollow Bastion,Library,Carousel Chest,Mythril,1,/remastered/pc06.ard/UK_pc06_ard0.evdl,N,3,13081
Hollow Bastion,Library,Carousel Chest,Mythril,1,/remastered/pc06.ard/UK_pc06_ard2.evdl,N,1,FA75
Hollow Bastion,Library,Carousel Chest,Mythril,1,/remastered/pc06.ard/UK_pc06_ard2.evdl,N,2,FAB9
Hollow Bastion,Library,Carousel Chest,Mythril,1,/remastered/pc06.ard/UK_pc06_ard2.evdl,N,3,FACD
Hollow Bastion,Library,Carousel Chest,Mythril,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,1,15AFD
Hollow Bastion,Library,Carousel Chest,Mythril,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,2,15B41
Hollow Bastion,Library,Carousel Chest,Mythril,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,3,15B55
Hollow Bastion,Library,Carousel Chest,Mythril,1,/remastered/pc06.ard/UK_pc06_ard19.evdl,N,1,B71D
Hollow Bastion,Library,Carousel Chest,Mythril,1,/remastered/pc06.ard/UK_pc06_ard19.evdl,N,2,B761
Hollow Bastion,Library,Carousel Chest,Mythril,1,/remastered/pc06.ard/UK_pc06_ard19.evdl,N,3,B775
Hollow Bastion,Library,Carousel Chest,Mythril,1,/remastered/pc06.ard/UK_pc06_arda.evdl,N,1,FAA1
Hollow Bastion,Library,Carousel Chest,Mythril,1,/remastered/pc06.ard/UK_pc06_arda.evdl,N,2,FAE5
Hollow Bastion,Library,Carousel Chest,Mythril,1,/remastered/pc06.ard/UK_pc06_arda.evdl,N,3,FAF9
Hollow Bastion,Library,Carousel Chest,Mythril,1,/remastered/pc06.ard/UK_pc06_ardc.evdl,N,1,B841
Hollow Bastion,Library,Carousel Chest,Mythril,1,/remastered/pc06.ard/UK_pc06_ardc.evdl,N,2,B885
Hollow Bastion,Library,Carousel Chest,Mythril,1,/remastered/pc06.ard/UK_pc06_ardc.evdl,N,3,B899
Hollow Bastion,Entrance Hall,Flame,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ard0.evdl,Y,1,1389D
Hollow Bastion,Entrance Hall,Flame,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ard0.evdl,Y,2,138A9
Hollow Bastion,Entrance Hall,Flame,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ard2.evdl,N,1,A8E1
Hollow Bastion,Entrance Hall,Flame,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ard2.evdl,N,2,A8ED
Hollow Bastion,Entrance Hall,Flame,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ard19.evdl,N,1,6589
Hollow Bastion,Entrance Hall,Flame,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ard19.evdl,N,2,6595
Hollow Bastion,Entrance Hall,Flame,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_arda.evdl,N,1,13125
Hollow Bastion,Entrance Hall,Flame,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_arda.evdl,N,2,13131
Hollow Bastion,Entrance Hall,Flame,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ardc.evdl,N,1,66AD
Hollow Bastion,Entrance Hall,Flame,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ardc.evdl,N,2,66B9
Hollow Bastion,Entrance Hall,Flame,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ardd.evdl,N,1,A8E1
Hollow Bastion,Entrance Hall,Flame,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ardd.evdl,N,2,A8ED
Hollow Bastion,Entrance Hall,Flame,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_arde.evdl,N,1,A8E1
Hollow Bastion,Entrance Hall,Flame,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_arde.evdl,N,2,A8ED
Hollow Bastion,Entrance Hall,Chest,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ard0.evdl,Y,1,13D11
Hollow Bastion,Entrance Hall,Chest,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ard0.evdl,Y,2,13D1D
Hollow Bastion,Entrance Hall,Chest,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ard2.evdl,N,1,AD55
Hollow Bastion,Entrance Hall,Chest,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ard2.evdl,N,2,AD61
Hollow Bastion,Entrance Hall,Chest,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ard19.evdl,N,1,69FD
Hollow Bastion,Entrance Hall,Chest,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ard19.evdl,N,2,6A09
Hollow Bastion,Entrance Hall,Chest,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_arda.evdl,N,1,13599
Hollow Bastion,Entrance Hall,Chest,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_arda.evdl,N,2,135A5
Hollow Bastion,Entrance Hall,Chest,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ardc.evdl,N,1,6B21
Hollow Bastion,Entrance Hall,Chest,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ardc.evdl,N,2,6B2D
Hollow Bastion,Entrance Hall,Chest,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ardd.evdl,N,1,AD55
Hollow Bastion,Entrance Hall,Chest,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ardd.evdl,N,2,AD61
Hollow Bastion,Entrance Hall,Chest,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_arde.evdl,N,1,AD55
Hollow Bastion,Entrance Hall,Chest,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_arde.evdl,N,2,AD61
Hollow Bastion,Entrance Hall,Statue,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ard0.evdl,Y,1,140A9
Hollow Bastion,Entrance Hall,Statue,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ard0.evdl,Y,2,140B5
Hollow Bastion,Entrance Hall,Statue,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ard2.evdl,N,1,B0ED
Hollow Bastion,Entrance Hall,Statue,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ard2.evdl,N,2,B0F9
Hollow Bastion,Entrance Hall,Statue,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ard19.evdl,N,1,6D95
Hollow Bastion,Entrance Hall,Statue,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ard19.evdl,N,2,6DA1
Hollow Bastion,Entrance Hall,Statue,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_arda.evdl,N,1,13931
Hollow Bastion,Entrance Hall,Statue,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_arda.evdl,N,2,1393D
Hollow Bastion,Entrance Hall,Statue,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ardc.evdl,N,1,6EB9
Hollow Bastion,Entrance Hall,Statue,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ardc.evdl,N,2,6EC5
Hollow Bastion,Entrance Hall,Statue,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ardd.evdl,N,1,B0ED
Hollow Bastion,Entrance Hall,Statue,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ardd.evdl,N,2,B0F9
Hollow Bastion,Entrance Hall,Statue,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_arde.evdl,N,1,B0ED
Hollow Bastion,Entrance Hall,Statue,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_arde.evdl,N,2,B0F9
Hollow Bastion,Entrance Hall,Fountain,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ard0.evdl,Y,1,14509
Hollow Bastion,Entrance Hall,Fountain,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ard0.evdl,Y,2,14515
Hollow Bastion,Entrance Hall,Fountain,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ard2.evdl,N,1,B54D
Hollow Bastion,Entrance Hall,Fountain,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ard2.evdl,N,2,B559
Hollow Bastion,Entrance Hall,Fountain,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ard19.evdl,N,1,71F5
Hollow Bastion,Entrance Hall,Fountain,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ard19.evdl,N,2,7201
Hollow Bastion,Entrance Hall,Fountain,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_arda.evdl,N,1,13D91
Hollow Bastion,Entrance Hall,Fountain,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_arda.evdl,N,2,13D9D
Hollow Bastion,Entrance Hall,Fountain,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ardc.evdl,N,1,7319
Hollow Bastion,Entrance Hall,Fountain,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ardc.evdl,N,2,7325
Hollow Bastion,Entrance Hall,Fountain,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ardd.evdl,N,1,B54D
Hollow Bastion,Entrance Hall,Fountain,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_ardd.evdl,N,2,B559
Hollow Bastion,Entrance Hall,Fountain,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_arde.evdl,N,1,B54D
Hollow Bastion,Entrance Hall,Fountain,Emblem Piece,1,/remastered/pc05.ard/UK_pc05_arde.evdl,N,2,B559
Hollow Bastion,Castle Chapel,Defeat Maleficent 1,Ansem's Report 5,1,/remastered/pc12.ard/UK_pc12_ard2.evdl,Y,1,78F5
Hollow Bastion,Castle Chapel,Defeat Maleficent 1,Ansem's Report 5,1,/remastered/pc12.ard/UK_pc12_ard2.evdl,Y,2,7901
Hollow Bastion,Castle Chapel,Defeat Maleficent 1,Ansem's Report 5,1,/remastered/pc12.ard/UK_pc12_ard2.evdl,Y,3,790D
Hollow Bastion,Castle Chapel,Speak to Princesses,Fire,1,/remastered/pc12.ard/UK_pc12d.ev,Y,1,6721
Hollow Bastion,Castle Chapel,Speak to Princesses,Fire,1,/remastered/pc12.ard/UK_pc12d.ev,Y,2,672D
Hollow Bastion,Castle Chapel,Speak to Princesses,Fire,1,/remastered/pc12.ard/UK_pc12d.ev,Y,3,6739
Hollow Bastion,Library,Speak with Aerith,Ansem's Report 2,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,1,81A9
Hollow Bastion,Library,Speak with Aerith,Ansem's Report 2,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,2,81B5
Hollow Bastion,Library,Speak with Aerith,Ansem's Report 2,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,3,81C1
Hollow Bastion,Library,Speak with Aerith,Ansem's Report 4,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,1,8329
Hollow Bastion,Library,Speak with Aerith,Ansem's Report 4,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,2,8335
Hollow Bastion,Library,Speak with Aerith,Ansem's Report 4,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,3,8341
Hollow Bastion,Library,Speak with Aerith,Ansem's Report 6,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,1,84A9
Hollow Bastion,Library,Speak with Aerith,Ansem's Report 6,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,2,84B5
Hollow Bastion,Library,Speak with Aerith,Ansem's Report 6,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,3,84C1
Hollow Bastion,Library,Speak with Aerith,Ansem's Report 10,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,1,8629
Hollow Bastion,Library,Speak with Aerith,Ansem's Report 10,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,2,8635
Hollow Bastion,Library,Speak with Aerith,Ansem's Report 10,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,3,8641
Hollow Bastion,Library,Speak with Aerith,Cure,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,1,A681
Hollow Bastion,Library,Speak with Aerith,Cure,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,2,A68D
Hollow Bastion,Library,Speak with Aerith,Cure,1,/remastered/pc06.ard/UK_pc06_ard3.evdl,Y,3,A699
Hollow Bastion,Castle Chapel,Defeat Unknown,Ansem's Report 13,1,pc13.ard,Y,1,459E1
Hollow Bastion,Castle Chapel,Defeat Unknown,Ansem's Report 13,1,pc13.ard,Y,2,459ED
Hollow Bastion,Castle Chapel,Defeat Unknown,Ansem's Report 13,1,pc13.ard,Y,3,459F9
Traverse Town,Dalmatian House,Return 10 Puppies,Curaga-G,1,/remastered/tw17.ard/UK_tw17_ard0.evdl,Y,1,74F5
Traverse Town,Dalmatian House,Return 10 Puppies,Curaga-G,1,/remastered/tw17.ard/UK_tw17_ard0.evdl,Y,2,7501
Traverse Town,Dalmatian House,Return 10 Puppies,Curaga-G,1,/remastered/tw17.ard/UK_tw17_ard0.evdl,Y,3,750D
Traverse Town,Dalmatian House,Return 20 Puppies,Firaga-G,1,/remastered/tw17.ard/UK_tw17_ard0.evdl,Y,1,7611
Traverse Town,Dalmatian House,Return 20 Puppies,Firaga-G,1,/remastered/tw17.ard/UK_tw17_ard0.evdl,Y,2,761D
Traverse Town,Dalmatian House,Return 20 Puppies,Firaga-G,1,/remastered/tw17.ard/UK_tw17_ard0.evdl,Y,3,7629
Traverse Town,Dalmatian House,Return 30 Puppies,Thundara-G,1,/remastered/tw17.ard/UK_tw17_ard0.evdl,Y,1,772D
Traverse Town,Dalmatian House,Return 30 Puppies,Thundara-G,1,/remastered/tw17.ard/UK_tw17_ard0.evdl,Y,2,7739
Traverse Town,Dalmatian House,Return 30 Puppies,Thundara-G,1,/remastered/tw17.ard/UK_tw17_ard0.evdl,Y,3,7745
Traverse Town,Dalmatian House,Return 50 Puppies,Torn Page 5,1,/remastered/tw17.ard/UK_tw17_ard0.evdl,Y,1,7979
Traverse Town,Dalmatian House,Return 50 Puppies,Torn Page 5,1,/remastered/tw17.ard/UK_tw17_ard0.evdl,Y,2,7985
Traverse Town,Dalmatian House,Return 50 Puppies,Torn Page 5,1,/remastered/tw17.ard/UK_tw17_ard0.evdl,Y,3,7991
Traverse Town,Dalmatian House,Return 80 Puppies,Ultima-G,1,/remastered/tw17.ard/UK_tw17_ard0.evdl,Y,1,7E89
Traverse Town,Dalmatian House,Return 80 Puppies,Ultima-G,1,/remastered/tw17.ard/UK_tw17_ard0.evdl,Y,2,7E95
Traverse Town,Dalmatian House,Return 80 Puppies,Ultima-G,1,/remastered/tw17.ard/UK_tw17_ard0.evdl,Y,3,7EA1
Traverse Town,Dalmatian House,Return 99 Puppies,Aero,1,/remastered/tw17.ard/UK_tw17_ard0.evdl,Y,1,8209
Traverse Town,Dalmatian House,Return 99 Puppies,Aero,1,/remastered/tw17.ard/UK_tw17_ard0.evdl,Y,2,8215
Traverse Town,Dalmatian House,Return 99 Puppies,Aero,1,/remastered/tw17.ard/UK_tw17_ard0.evdl,Y,3,8221
Traverse Town,Dalmatian House,Return 99 Puppies,Complete Gummi Collection,1,/remastered/tw17.ard/UK_tw17_ard0.evdl,Y,1,8485
Traverse Town,Dalmatian House,Return 99 Puppies,Complete Gummi Collection,1,/remastered/tw17.ard/UK_tw17_ard0.evdl,Y,2,8491
Traverse Town,Dalmatian House,Return 99 Puppies,Complete Gummi Collection,1,/remastered/tw17.ard/UK_tw17_ard0.evdl,Y,3,849D
Traverse Town,2nd District,Defeat Opposite Armor,Aero,1,/remastered/tw02.ard/UK_tw02_ard3.evdl,Y,1,160D8
Traverse Town,2nd District,Defeat Opposite Armor,Aero,1,/remastered/tw02.ard/UK_tw02_ard3.evdl,Y,2,160E4
Traverse Town,2nd District,Defeat Opposite Armor,Aero,1,/remastered/tw02.ard/UK_tw02_ard3.evdl,Y,3,160F0
