Enemy,Segment,File,Offset,Value (Hex),Value (Type),Value,Notes
Gigas Shadow,Drop Table (1 defeated),xa_ex_2440.mdls,31958,00 00 00 00,Int,0,Large MP
Gigas Shadow,Drop Table (1 defeated),xa_ex_2440.mdls,3195C,CD CC CC 3D,Float,0.1,Chance Drop 1
Gigas Shadow,Drop Table (1 defeated),xa_ex_2440.mdls,31960,E9 00 00 00,Int,233,Drop 1
Gigas Shadow,Drop Table (1 defeated),xa_ex_2440.mdls,31964,00 00 00 00,Float,0,Chance Drop 2
Gigas Shadow,Drop Table (1 defeated),xa_ex_2440.mdls,31968,00 00 00 00,Int,0,Drop 2
Gigas Shadow,Drop Table (1 defeated),xa_ex_2440.mdls,3196C,00 00 00 00,Float,0,Chance Drop 3
Gigas Shadow,Drop Table (1 defeated),xa_ex_2440.mdls,31970,00 00 00 00,Int,0,Drop 3
Gigas Shadow,Drop Table (2 defeated),xa_ex_2440.mdls,31974,0A 00 00 00,Int,10,Small Munny
Gigas Shadow,Drop Table (2 defeated),xa_ex_2440.mdls,31978,00 00 00 00,Int,0,Medium Munny
Gigas Shadow,Drop Table (2 defeated),xa_ex_2440.mdls,3197C,00 00 00 00,Int,0,Large Munny
Gigas Shadow,Drop Table (2 defeated),xa_ex_2440.mdls,31980,00 00 00 00,Int,0,Small HP
Gigas Shadow,Drop Table (2 defeated),xa_ex_2440.mdls,31984,00 00 00 00,Int,0,Large HP
Gigas Shadow,Drop Table (2 defeated),xa_ex_2440.mdls,31988,00 00 00 00,Int,0,Small MP
Gigas Shadow,Drop Table (2 defeated),xa_ex_2440.mdls,3198C,00 00 00 00,Int,0,Large MP
Gigas Shadow,Drop Table (2 defeated),xa_ex_2440.mdls,31990,CD CC 4C 3E,Float,0.2,Chance Drop 1
Gigas Shadow,Drop Table (2 defeated),xa_ex_2440.mdls,31994,E9 00 00 00,Int,233,Drop 1
Gigas Shadow,Drop Table (2 defeated),xa_ex_2440.mdls,31998,00 00 00 00,Float,0,Chance Drop 2
Gigas Shadow,Drop Table (2 defeated),xa_ex_2440.mdls,3199C,00 00 00 00,Int,0,Drop 2
Gigas Shadow,Drop Table (2 defeated),xa_ex_2440.mdls,319A0,00 00 00 00,Float,0,Chance Drop 3
Gigas Shadow,Drop Table (2 defeated),xa_ex_2440.mdls,319A4,00 00 00 00,Int,0,Drop 3
Gigas Shadow,Drop Table (3 defeated),xa_ex_2440.mdls,319A8,0F 00 00 00,Int,15,Small Munny
Gigas Shadow,Drop Table (3 defeated),xa_ex_2440.mdls,319AC,00 00 00 00,Int,0,Medium Munny
Gigas Shadow,Drop Table (3 defeated),xa_ex_2440.mdls,319B0,00 00 00 00,Int,0,Large Munny
Gigas Shadow,Drop Table (3 defeated),xa_ex_2440.mdls,319B4,00 00 00 00,Int,0,Small HP
Gigas Shadow,Drop Table (3 defeated),xa_ex_2440.mdls,319B8,00 00 00 00,Int,0,Large HP
Gigas Shadow,Drop Table (3 defeated),xa_ex_2440.mdls,319BC,00 00 00 00,Int,0,Small MP
Gigas Shadow,Drop Table (3 defeated),xa_ex_2440.mdls,319C0,05 00 00 00,Int,5,Large MP
Gigas Shadow,Drop Table (3 defeated),xa_ex_2440.mdls,319C4,33 33 B3 3E,Float,0.35,Chance Drop 1
Gigas Shadow,Drop Table (3 defeated),xa_ex_2440.mdls,319C8,E9 00 00 00,Int,233,Drop 1
Gigas Shadow,Drop Table (3 defeated),xa_ex_2440.mdls,319CC,00 00 00 00,Float,0,Chance Drop 2
Gigas Shadow,Drop Table (3 defeated),xa_ex_2440.mdls,319D0,00 00 00 00,Int,0,Drop 2
Gigas Shadow,Drop Table (3 defeated),xa_ex_2440.mdls,319D4,CD CC CC 3D,Float,0.1,Chance Drop 3
Gigas Shadow,Drop Table (3 defeated),xa_ex_2440.mdls,319D8,09 00 00 00,Int,9,Drop 3
Gigas Shadow,Drop Table (4 defeated),xa_ex_2440.mdls,319DC,14 00 00 00,Int,20,Small Munny
Gigas Shadow,Drop Table (4 defeated),xa_ex_2440.mdls,319E0,00 00 00 00,Int,0,Medium Munny
Gigas Shadow,Drop Table (4 defeated),xa_ex_2440.mdls,319E4,00 00 00 00,Int,0,Large Munny
Gigas Shadow,Drop Table (4 defeated),xa_ex_2440.mdls,319E8,00 00 00 00,Int,0,Small HP
Gigas Shadow,Drop Table (4 defeated),xa_ex_2440.mdls,319EC,00 00 00 00,Int,0,Large HP
Gigas Shadow,Drop Table (4 defeated),xa_ex_2440.mdls,319F0,00 00 00 00,Int,0,Small MP
Gigas Shadow,Drop Table (4 defeated),xa_ex_2440.mdls,319F4,0A 00 00 00,Int,10,Large MP
Gigas Shadow,Drop Table (4 defeated),xa_ex_2440.mdls,319F8,00 00 00 3F,Float,0.5,Chance Drop 1
Gigas Shadow,Drop Table (4 defeated),xa_ex_2440.mdls,319FC,E9 00 00 00,Int,233,Drop 1
Gigas Shadow,Drop Table (4 defeated),xa_ex_2440.mdls,31A00,00 00 00 00,Float,0,Chance Drop 2
Gigas Shadow,Drop Table (4 defeated),xa_ex_2440.mdls,31A04,00 00 00 00,Int,0,Drop 2
Gigas Shadow,Drop Table (4 defeated),xa_ex_2440.mdls,31A08,CD CC 4C 3E,Float,0.2,Chance Drop 3
Gigas Shadow,Drop Table (4 defeated),xa_ex_2440.mdls,31A0C,09 00 00 00,Int,9,Drop 3
Gigas Shadow,Drop Table (5 defeated),xa_ex_2440.mdls,31A10,19 00 00 00,Int,25,Small Munny
Gigas Shadow,Drop Table (5 defeated),xa_ex_2440.mdls,31A14,00 00 00 00,Int,0,Medium Munny
Gigas Shadow,Drop Table (5 defeated),xa_ex_2440.mdls,31A18,00 00 00 00,Int,0,Large Munny
Gigas Shadow,Drop Table (5 defeated),xa_ex_2440.mdls,31A1C,00 00 00 00,Int,0,Small HP
Gigas Shadow,Drop Table (5 defeated),xa_ex_2440.mdls,31A20,00 00 00 00,Int,0,Large HP
Gigas Shadow,Drop Table (5 defeated),xa_ex_2440.mdls,31A24,00 00 00 00,Int,0,Small MP
Gigas Shadow,Drop Table (5 defeated),xa_ex_2440.mdls,31A28,0F 00 00 00,Int,15,Large MP
Gigas Shadow,Drop Table (5 defeated),xa_ex_2440.mdls,31A2C,00 00 80 3F,Float,1,Chance Drop 1
Gigas Shadow,Drop Table (5 defeated),xa_ex_2440.mdls,31A30,E9 00 00 00,Int,233,Drop 1
Gigas Shadow,Drop Table (5 defeated),xa_ex_2440.mdls,31A34,00 00 00 00,Float,0,Chance Drop 2
Gigas Shadow,Drop Table (5 defeated),xa_ex_2440.mdls,31A38,00 00 00 00,Int,0,Drop 2
Gigas Shadow,Drop Table (5 defeated),xa_ex_2440.mdls,31A3C,33 33 B3 3E,Float,0.35,Chance Drop 3
Gigas Shadow,Drop Table (5 defeated),xa_ex_2440.mdls,31A40,09 00 00 00,Int,9,Drop 3
Gigas Shadow,Drop Table (6 defeated),xa_ex_2440.mdls,31A44,19 00 00 00,Int,25,Small Munny
Gigas Shadow,Drop Table (6 defeated),xa_ex_2440.mdls,31A48,00 00 00 00,Int,0,Medium Munny
Gigas Shadow,Drop Table (6 defeated),xa_ex_2440.mdls,31A4C,03 00 00 00,Int,3,Large Munny
Gigas Shadow,Drop Table (6 defeated),xa_ex_2440.mdls,31A50,00 00 00 00,Int,0,Small HP
Gigas Shadow,Drop Table (6 defeated),xa_ex_2440.mdls,31A54,00 00 00 00,Int,0,Large HP
Gigas Shadow,Drop Table (6 defeated),xa_ex_2440.mdls,31A58,00 00 00 00,Int,0,Small MP
Gigas Shadow,Drop Table (6 defeated),xa_ex_2440.mdls,31A5C,14 00 00 00,Int,20,Large MP
Gigas Shadow,Drop Table (6 defeated),xa_ex_2440.mdls,31A60,00 00 80 3F,Float,1,Chance Drop 1
Gigas Shadow,Drop Table (6 defeated),xa_ex_2440.mdls,31A64,E9 00 00 00,Int,233,Drop 1
Gigas Shadow,Drop Table (6 defeated),xa_ex_2440.mdls,31A68,00 00 00 00,Float,0,Chance Drop 2
Gigas Shadow,Drop Table (6 defeated),xa_ex_2440.mdls,31A6C,00 00 00 00,Int,0,Drop 2
Gigas Shadow,Drop Table (6 defeated),xa_ex_2440.mdls,31A70,00 00 00 3F,Float,0.5,Chance Drop 3
Gigas Shadow,Drop Table (6 defeated),xa_ex_2440.mdls,31A74,09 00 00 00,Int,9,Drop 3
Gigas Shadow,Drop Table (7 defeated),xa_ex_2440.mdls,31A78,19 00 00 00,Int,25,Small Munny
Gigas Shadow,Drop Table (7 defeated),xa_ex_2440.mdls,31A7C,00 00 00 00,Int,0,Medium Munny
Gigas Shadow,Drop Table (7 defeated),xa_ex_2440.mdls,31A80,03 00 00 00,Int,3,Large Munny
Gigas Shadow,Drop Table (7 defeated),xa_ex_2440.mdls,31A84,00 00 00 00,Int,0,Small HP
Gigas Shadow,Drop Table (7 defeated),xa_ex_2440.mdls,31A88,00 00 00 00,Int,0,Large HP
Gigas Shadow,Drop Table (7 defeated),xa_ex_2440.mdls,31A8C,00 00 00 00,Int,0,Small MP
Gigas Shadow,Drop Table (7 defeated),xa_ex_2440.mdls,31A90,14 00 00 00,Int,20,Large MP
Gigas Shadow,Drop Table (7 defeated),xa_ex_2440.mdls,31A94,00 00 80 3F,Float,1,Chance Drop 1
Gigas Shadow,Drop Table (7 defeated),xa_ex_2440.mdls,31A98,E9 00 00 00,Int,233,Drop 1
Gigas Shadow,Drop Table (7 defeated),xa_ex_2440.mdls,31A9C,00 00 80 3F,Float,1,Chance Drop 2
Gigas Shadow,Drop Table (7 defeated),xa_ex_2440.mdls,31AA0,09 00 00 00,Int,9,Drop 2
Gigas Shadow,Drop Table (7 defeated),xa_ex_2440.mdls,31AA4,00 00 80 3F,Float,1,Chance Drop 3
Gigas Shadow,Drop Table (7 defeated),xa_ex_2440.mdls,31AA8,09 00 00 00,Int,9,Drop 3
Sniperwild,Header,xa_ex_2450.mdls,95684,65 78 5F 32 34 35 30 2E 62 64,String,ex_2450.bd,Start of stats header
Sniperwild,Stat Page Pre Riku Ansem,xa_ex_2450.mdls,95694,1C 00 00 00,Int,28,HP
Sniperwild,Stat Page Pre Riku Ansem,xa_ex_2450.mdls,956B0,01 00 00 00,Int,1,EXP
Sniperwild,Stat Page Post Riku Ansem,xa_ex_2450.mdls,95700,5A 00 00 00,Int,300,HP
Sniperwild,Stat Page Post Riku Ansem,xa_ex_2450.mdls,9571C,0A 00 00 00,Int,10,EXP
Sniperwild,Drop Table (Slip on banana),xa_ex_2450.mdls,95880,14 00 00 00,Int,20,Small Munny
Sniperwild,Drop Table (Slip on banana),xa_ex_2450.mdls,95884,00 00 00 00,Int,0,Medium Munny
Sniperwild,Drop Table (Slip on banana),xa_ex_2450.mdls,95888,00 00 00 00,Int,0,Large Munny
Sniperwild,Drop Table (Slip on banana),xa_ex_2450.mdls,9588C,00 00 00 00,Int,0,Small HP
Sniperwild,Drop Table (Slip on banana),xa_ex_2450.mdls,95890,00 00 00 00,Int,0,Large HP
Sniperwild,Drop Table (Slip on banana),xa_ex_2450.mdls,95894,00 00 00 00,Int,0,Small MP
Sniperwild,Drop Table (Slip on banana),xa_ex_2450.mdls,95898,00 00 00 00,Int,0,Large MP
Sniperwild,Drop Table (Slip on banana),xa_ex_2450.mdls,9589C,CD CC 4C 3E,Float,0.2,Chance Drop 1
Sniperwild,Drop Table (Slip on banana),xa_ex_2450.mdls,958A0,03 00 00 00,Int,3,Drop 1
Sniperwild,Drop Table (Slip on banana),xa_ex_2450.mdls,958A4,00 00 00 00,Float,0,Chance Drop 2
Sniperwild,Drop Table (Slip on banana),xa_ex_2450.mdls,958A8,00 00 00 00,Int,0,Drop 2
Sniperwild,Drop Table (Slip on banana),xa_ex_2450.mdls,958AC,00 00 00 00,Float,0,Chance Drop 3
Sniperwild,Drop Table (Slip on banana),xa_ex_2450.mdls,958B0,00 00 00 00,Int,0,Drop 3
Sniperwild,Drop Table (???),xa_ex_2450.mdls,958B4,14 00 00 00,Int,20,Small Munny
Sniperwild,Drop Table (???),xa_ex_2450.mdls,958B8,05 00 00 00,Int,5,Medium Munny
Sniperwild,Drop Table (???),xa_ex_2450.mdls,958BC,00 00 00 00,Int,0,Large Munny
Sniperwild,Drop Table (???),xa_ex_2450.mdls,958C0,00 00 00 00,Int,0,Small HP
Sniperwild,Drop Table (???),xa_ex_2450.mdls,958C4,00 00 00 00,Int,0,Large HP
Sniperwild,Drop Table (???),xa_ex_2450.mdls,958C8,00 00 00 00,Int,0,Small MP
Sniperwild,Drop Table (???),xa_ex_2450.mdls,958CC,00 00 00 00,Int,0,Large MP
Sniperwild,Drop Table (???),xa_ex_2450.mdls,958D0,CD CC 4C 3E,Float,0.2,Chance Drop 1
Sniperwild,Drop Table (???),xa_ex_2450.mdls,958D4,03 00 00 00,Int,3,Drop 1
Sniperwild,Drop Table (???),xa_ex_2450.mdls,958D8,00 00 00 00,Float,0,Chance Drop 2
Sniperwild,Drop Table (???),xa_ex_2450.mdls,958DC,00 00 00 00,Int,0,Drop 2
Sniperwild,Drop Table (???),xa_ex_2450.mdls,958E0,00 00 00 00,Float,0,Chance Drop 3
Sniperwild,Drop Table (???),xa_ex_2450.mdls,958E4,00 00 00 00,Int,0,Drop 3
Sniperwild,Drop Table (1st-5th defeated),xa_ex_2450.mdls,958E8,00 00 00 00,Int,0,Small Munny
Sniperwild,Drop Table (1st-5th defeated),xa_ex_2450.mdls,958EC,00 00 00 00,Int,0,Medium Munny
Sniperwild,Drop Table (1st-5th defeated),xa_ex_2450.mdls,958F0,00 00 00 00,Int,0,Large Munny
Sniperwild,Drop Table (1st-5th defeated),xa_ex_2450.mdls,958F4,03 00 00 00,Int,3,Small HP
Sniperwild,Drop Table (1st-5th defeated),xa_ex_2450.mdls,958F8,00 00 00 00,Int,0,Large HP
Sniperwild,Drop Table (1st-5th defeated),xa_ex_2450.mdls,958FC,00 00 00 00,Int,0,Small MP
Sniperwild,Drop Table (1st-5th defeated),xa_ex_2450.mdls,95900,00 00 00 00,Int,0,Large MP
Sniperwild,Drop Table (1st-5th defeated),xa_ex_2450.mdls,95904,00 00 00 00,Float,0,Chance Drop 1
Sniperwild,Drop Table (1st-5th defeated),xa_ex_2450.mdls,95908,00 00 00 00,Int,0,Drop 1
Sniperwild,Drop Table (1st-5th defeated),xa_ex_2450.mdls,9590C,00 00 00 00,Float,0,Chance Drop 2
Sniperwild,Drop Table (1st-5th defeated),xa_ex_2450.mdls,95910,00 00 00 00,Int,0,Drop 2
Sniperwild,Drop Table (1st-5th defeated),xa_ex_2450.mdls,95914,00 00 00 00,Float,0,Chance Drop 3
Sniperwild,Drop Table (1st-5th defeated),xa_ex_2450.mdls,95918,00 00 00 00,Int,0,Drop 3
Sniperwild,Drop Table (7th-11th defeated),xa_ex_2450.mdls,9591C,00 00 00 00,Int,0,Small Munny
Sniperwild,Drop Table (7th-11th defeated),xa_ex_2450.mdls,95920,00 00 00 00,Int,0,Medium Munny
Sniperwild,Drop Table (7th-11th defeated),xa_ex_2450.mdls,95924,00 00 00 00,Int,0,Large Munny
Sniperwild,Drop Table (7th-11th defeated),xa_ex_2450.mdls,95928,00 00 00 00,Int,0,Small HP
Sniperwild,Drop Table (7th-11th defeated),xa_ex_2450.mdls,9592C,00 00 00 00,Int,0,Large HP
Sniperwild,Drop Table (7th-11th defeated),xa_ex_2450.mdls,95930,03 00 00 00,Int,3,Small MP
Sniperwild,Drop Table (7th-11th defeated),xa_ex_2450.mdls,95934,00 00 00 00,Int,0,Large MP
Sniperwild,Drop Table (7th-11th defeated),xa_ex_2450.mdls,95938,00 00 00 00,Float,0,Chance Drop 1
Sniperwild,Drop Table (7th-11th defeated),xa_ex_2450.mdls,9593C,00 00 00 00,Int,0,Drop 1
Sniperwild,Drop Table (7th-11th defeated),xa_ex_2450.mdls,95940,00 00 00 00,Float,0,Chance Drop 2
Sniperwild,Drop Table (7th-11th defeated),xa_ex_2450.mdls,95944,00 00 00 00,Int,0,Drop 2
Sniperwild,Drop Table (7th-11th defeated),xa_ex_2450.mdls,95948,00 00 00 00,Float,0,Chance Drop 3
Sniperwild,Drop Table (7th-11th defeated),xa_ex_2450.mdls,9594C,00 00 00 00,Int,0,Drop 3
Sniperwild,Drop Table (13th-17th defeated),xa_ex_2450.mdls,95950,00 00 00 00,Int,0,Small Munny
Sniperwild,Drop Table (13th-17th defeated),xa_ex_2450.mdls,95954,00 00 00 00,Int,0,Medium Munny
Sniperwild,Drop Table (13th-17th defeated),xa_ex_2450.mdls,95958,00 00 00 00,Int,0,Large Munny
Sniperwild,Drop Table (13th-17th defeated),xa_ex_2450.mdls,9595C,00 00 00 00,Int,0,Small HP
Sniperwild,Drop Table (13th-17th defeated),xa_ex_2450.mdls,95960,01 00 00 00,Int,1,Large HP
Sniperwild,Drop Table (13th-17th defeated),xa_ex_2450.mdls,95964,00 00 00 00,Int,0,Small MP
Sniperwild,Drop Table (13th-17th defeated),xa_ex_2450.mdls,95968,00 00 00 00,Int,0,Large MP
Sniperwild,Drop Table (13th-17th defeated),xa_ex_2450.mdls,9596C,00 00 00 00,Float,0,Chance Drop 1
Sniperwild,Drop Table (13th-17th defeated),xa_ex_2450.mdls,95970,00 00 00 00,Int,0,Drop 1
Sniperwild,Drop Table (13th-17th defeated),xa_ex_2450.mdls,95974,00 00 00 00,Float,0,Chance Drop 2
Sniperwild,Drop Table (13th-17th defeated),xa_ex_2450.mdls,95978,00 00 00 00,Int,0,Drop 2
Sniperwild,Drop Table (13th-17th defeated),xa_ex_2450.mdls,9597C,00 00 00 00,Float,0,Chance Drop 3
Sniperwild,Drop Table (13th-17th defeated),xa_ex_2450.mdls,95980,00 00 00 00,Int,0,Drop 3
Sniperwild,Drop Table (19th-23rd defeated),xa_ex_2450.mdls,95984,00 00 00 00,Int,0,Small Munny
Sniperwild,Drop Table (19th-23rd defeated),xa_ex_2450.mdls,95988,00 00 00 00,Int,0,Medium Munny
Sniperwild,Drop Table (19th-23rd defeated),xa_ex_2450.mdls,9598C,00 00 00 00,Int,0,Large Munny
Sniperwild,Drop Table (19th-23rd defeated),xa_ex_2450.mdls,95990,00 00 00 00,Int,0,Small HP
Sniperwild,Drop Table (19th-23rd defeated),xa_ex_2450.mdls,95994,00 00 00 00,Int,0,Large HP
Sniperwild,Drop Table (19th-23rd defeated),xa_ex_2450.mdls,95998,00 00 00 00,Int,0,Small MP
Sniperwild,Drop Table (19th-23rd defeated),xa_ex_2450.mdls,9599C,01 00 00 00,Int,1,Large MP
Sniperwild,Drop Table (19th-23rd defeated),xa_ex_2450.mdls,959A0,00 00 00 00,Float,0,Chance Drop 1
Sniperwild,Drop Table (19th-23rd defeated),xa_ex_2450.mdls,959A4,00 00 00 00,Int,0,Drop 1
Sniperwild,Drop Table (19th-23rd defeated),xa_ex_2450.mdls,959A8,00 00 00 00,Float,0,Chance Drop 2
Sniperwild,Drop Table (19th-23rd defeated),xa_ex_2450.mdls,959AC,00 00 00 00,Int,0,Drop 2
Sniperwild,Drop Table (19th-23rd defeated),xa_ex_2450.mdls,959B0,00 00 00 00,Float,0,Chance Drop 3
Sniperwild,Drop Table (19th-23rd defeated),xa_ex_2450.mdls,959B4,00 00 00 00,Int,0,Drop 3
Sniperwild,Drop Table (25th-29th defeated),xa_ex_2450.mdls,959B8,05 00 00 00,Int,5,Small Munny
Sniperwild,Drop Table (25th-29th defeated),xa_ex_2450.mdls,959BC,00 00 00 00,Int,0,Medium Munny
Sniperwild,Drop Table (25th-29th defeated),xa_ex_2450.mdls,959C0,00 00 00 00,Int,0,Large Munny
Sniperwild,Drop Table (25th-29th defeated),xa_ex_2450.mdls,959C4,00 00 00 00,Int,0,Small HP
Sniperwild,Drop Table (25th-29th defeated),xa_ex_2450.mdls,959C8,00 00 00 00,Int,0,Large HP
Sniperwild,Drop Table (25th-29th defeated),xa_ex_2450.mdls,959CC,00 00 00 00,Int,0,Small MP
Sniperwild,Drop Table (25th-29th defeated),xa_ex_2450.mdls,959D0,01 00 00 00,Int,1,Large MP
Sniperwild,Drop Table (25th-29th defeated),xa_ex_2450.mdls,959D4,00 00 00 00,Float,0,Chance Drop 1
Sniperwild,Drop Table (25th-29th defeated),xa_ex_2450.mdls,959D8,00 00 00 00,Int,0,Drop 1
Sniperwild,Drop Table (25th-29th defeated),xa_ex_2450.mdls,959DC,00 00 00 00,Float,0,Chance Drop 2
Sniperwild,Drop Table (25th-29th defeated),xa_ex_2450.mdls,959E0,00 00 00 00,Int,0,Drop 2
Sniperwild,Drop Table (25th-29th defeated),xa_ex_2450.mdls,959E4,00 00 00 00,Float,0,Chance Drop 3
Sniperwild,Drop Table (25th-29th defeated),xa_ex_2450.mdls,959E8,00 00 00 00,Int,0,Drop 3
Sniperwild,Drop Table (6th defeated),xa_ex_2450.mdls,959EC,14 00 00 00,Int,20,Small Munny
Sniperwild,Drop Table (6th defeated),xa_ex_2450.mdls,959F0,00 00 00 00,Int,0,Medium Munny
Sniperwild,Drop Table (6th defeated),xa_ex_2450.mdls,959F4,00 00 00 00,Int,0,Large Munny
Sniperwild,Drop Table (6th defeated),xa_ex_2450.mdls,959F8,06 00 00 00,Int,6,Small HP
Sniperwild,Drop Table (6th defeated),xa_ex_2450.mdls,959FC,00 00 00 00,Int,0,Large HP
Sniperwild,Drop Table (6th defeated),xa_ex_2450.mdls,95A00,00 00 00 00,Int,0,Small MP
Sniperwild,Drop Table (6th defeated),xa_ex_2450.mdls,95A04,01 00 00 00,Int,1,Large MP
Sniperwild,Drop Table (6th defeated),xa_ex_2450.mdls,95A08,00 00 80 3F,Float,1,Chance Drop 1
Sniperwild,Drop Table (6th defeated),xa_ex_2450.mdls,95A0C,01 00 00 00,Int,1,Drop 1
Sniperwild,Drop Table (6th defeated),xa_ex_2450.mdls,95A10,00 00 00 00,Float,0,Chance Drop 2
Sniperwild,Drop Table (6th defeated),xa_ex_2450.mdls,95A14,00 00 00 00,Int,0,Drop 2
Sniperwild,Drop Table (6th defeated),xa_ex_2450.mdls,95A18,33 33 B3 3E,Float,0.35,Chance Drop 3
Sniperwild,Drop Table (6th defeated),xa_ex_2450.mdls,95A1C,0A 00 00 00,Int,10,Drop 3
Sniperwild,Drop Table (12th defeated),xa_ex_2450.mdls,95A20,19 00 00 00,Int,25,Small Munny
Sniperwild,Drop Table (12th defeated),xa_ex_2450.mdls,95A24,00 00 00 00,Int,0,Medium Munny
Sniperwild,Drop Table (12th defeated),xa_ex_2450.mdls,95A28,00 00 00 00,Int,0,Large Munny
Sniperwild,Drop Table (12th defeated),xa_ex_2450.mdls,95A2C,00 00 00 00,Int,0,Small HP
Sniperwild,Drop Table (12th defeated),xa_ex_2450.mdls,95A30,00 00 00 00,Int,0,Large HP
Sniperwild,Drop Table (12th defeated),xa_ex_2450.mdls,95A34,06 00 00 00,Int,6,Small MP
Sniperwild,Drop Table (12th defeated),xa_ex_2450.mdls,95A38,00 00 00 00,Int,0,Large MP
Sniperwild,Drop Table (12th defeated),xa_ex_2450.mdls,95A3C,00 00 80 3F,Float,1,Chance Drop 1
Sniperwild,Drop Table (12th defeated),xa_ex_2450.mdls,95A40,8E 00 00 00,Int,142,Drop 1
Sniperwild,Drop Table (12th defeated),xa_ex_2450.mdls,95A44,00 00 00 00,Float,0,Chance Drop 2
Sniperwild,Drop Table (12th defeated),xa_ex_2450.mdls,95A48,00 00 00 00,Int,0,Drop 2
Sniperwild,Drop Table (12th defeated),xa_ex_2450.mdls,95A4C,00 00 00 3F,Float,0.5,Chance Drop 3
Sniperwild,Drop Table (12th defeated),xa_ex_2450.mdls,95A50,0A 00 00 00,Int,10,Drop 3
Sniperwild,Drop Table (18th defeated),xa_ex_2450.mdls,95A54,19 00 00 00,Int,25,Small Munny
Sniperwild,Drop Table (18th defeated),xa_ex_2450.mdls,95A58,00 00 00 00,Int,0,Medium Munny
Sniperwild,Drop Table (18th defeated),xa_ex_2450.mdls,95A5C,01 00 00 00,Int,1,Large Munny
Sniperwild,Drop Table (18th defeated),xa_ex_2450.mdls,95A60,00 00 00 00,Int,0,Small HP
Sniperwild,Drop Table (18th defeated),xa_ex_2450.mdls,95A64,02 00 00 00,Int,2,Large HP
Sniperwild,Drop Table (18th defeated),xa_ex_2450.mdls,95A68,00 00 00 00,Int,0,Small MP
Sniperwild,Drop Table (18th defeated),xa_ex_2450.mdls,95A6C,00 00 00 00,Int,0,Large MP
Sniperwild,Drop Table (18th defeated),xa_ex_2450.mdls,95A70,00 00 80 3F,Float,1,Chance Drop 1
Sniperwild,Drop Table (18th defeated),xa_ex_2450.mdls,95A74,02 00 00 00,Int,2,Drop 1
Sniperwild,Drop Table (18th defeated),xa_ex_2450.mdls,95A78,00 00 00 00,Float,0,Chance Drop 2
Sniperwild,Drop Table (18th defeated),xa_ex_2450.mdls,95A7C,00 00 00 00,Int,0,Drop 2
Sniperwild,Drop Table (18th defeated),xa_ex_2450.mdls,95A80,9A 99 19 3F,Float,0.6,Chance Drop 3
Sniperwild,Drop Table (18th defeated),xa_ex_2450.mdls,95A84,0A 00 00 00,Int,10,Drop 3
Sniperwild,Drop Table (24th defeated),xa_ex_2450.mdls,95A88,19 00 00 00,Int,25,Small Munny
Sniperwild,Drop Table (24th defeated),xa_ex_2450.mdls,95A8C,00 00 00 00,Int,0,Medium Munny
Sniperwild,Drop Table (24th defeated),xa_ex_2450.mdls,95A90,02 00 00 00,Int,2,Large Munny
Sniperwild,Drop Table (24th defeated),xa_ex_2450.mdls,95A94,00 00 00 00,Int,0,Small HP
Sniperwild,Drop Table (24th defeated),xa_ex_2450.mdls,95A98,00 00 00 00,Int,0,Large HP
Sniperwild,Drop Table (24th defeated),xa_ex_2450.mdls,95A9C,00 00 00 00,Int,0,Small MP
Sniperwild,Drop Table (24th defeated),xa_ex_2450.mdls,95AA0,02 00 00 00,Int,2,Large MP
Sniperwild,Drop Table (24th defeated),xa_ex_2450.mdls,95AA4,00 00 80 3F,Float,1,Chance Drop 1
Sniperwild,Drop Table (24th defeated),xa_ex_2450.mdls,95AA8,8F 00 00 00,Int,143,Drop 1
Sniperwild,Drop Table (24th defeated),xa_ex_2450.mdls,95AAC,00 00 00 00,Float,0,Chance Drop 2
Sniperwild,Drop Table (24th defeated),xa_ex_2450.mdls,95AB0,00 00 00 00,Int,0,Drop 2
Sniperwild,Drop Table (24th defeated),xa_ex_2450.mdls,95AB4,00 00 80 3F,Float,1,Chance Drop 3
Sniperwild,Drop Table (24th defeated),xa_ex_2450.mdls,95AB8,0A 00 00 00,Int,10,Drop 3
Sniperwild,Drop Table (30th defeated),xa_ex_2450.mdls,95ABC,1E 00 00 00,Int,30,Small Munny
Sniperwild,Drop Table (30th defeated),xa_ex_2450.mdls,95AC0,00 00 00 00,Int,0,Medium Munny
Sniperwild,Drop Table (30th defeated),xa_ex_2450.mdls,95AC4,03 00 00 00,Int,3,Large Munny
Sniperwild,Drop Table (30th defeated),xa_ex_2450.mdls,95AC8,00 00 00 00,Int,0,Small HP
Sniperwild,Drop Table (30th defeated),xa_ex_2450.mdls,95ACC,00 00 00 00,Int,0,Large HP
Sniperwild,Drop Table (30th defeated),xa_ex_2450.mdls,95AD0,00 00 00 00,Int,0,Small MP
Sniperwild,Drop Table (30th defeated),xa_ex_2450.mdls,95AD4,00 00 00 00,Int,0,Large MP
Sniperwild,Drop Table (30th defeated),xa_ex_2450.mdls,95AD8,00 00 00 00,Float,0,Chance Drop 1
Sniperwild,Drop Table (30th defeated),xa_ex_2450.mdls,95ADC,00 00 00 00,Int,0,Drop 1
Sniperwild,Drop Table (30th defeated),xa_ex_2450.mdls,95AE0,00 00 80 3F,Float,1,Chance Drop 2
Sniperwild,Drop Table (30th defeated),xa_ex_2450.mdls,95AE4,0A 00 00 00,Int,10,Drop 2
